impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,raw_24h,cont_24h,rev_24h,p_cont,p_rev,router_conf,router_side,breadth_cell,source_row,filled,fill_time,signal_net_R,gross_R,cost_R,outcome,stop_frac,episode_7d,prior_virtual_fills,vf1_mature,real_R,real_fill,cell
-1.0,-0.48430057072041166,-2.688306416339215,-0.00899063656358176,0.18216035919626647,-0.5419279084895237,-0.646155787989247,0.015906768225429954,-0.19509032201612872,0.9807852804032303,43900,2022-04-03 23:15:00+00:00,DEV_2021_2024,46575.56,46575.56,46478.1,46509.02,46806.29,0.0063916633805658485,-0.0063916633805658485,0.0063916633805658485,0.12566076837481718,0.34581775701991424,0.34581775701991424,REV,P975_T20,347,True,2022-04-03 23:30:00+00:00,-1.2383556843833388,-1.0,0.23835568438333885,SL,0.002097705373771863,15,0,False,0.0,False,P975_T20
1.0,4.2536415842494115,2.726776291218844,-0.38986132966072357,0.22531940295201308,0.9477911482274108,3.0387739665985736,0.0005260747171076648,-0.7518398074789772,0.6593458151000691,46578,2022-05-01 20:45:00+00:00,DEV_2021_2024,37903.87,38349.98,37903.86,38313.23,38316.36,8.169501762167464e-05,8.169501762167464e-05,-8.169501762167464e-05,0.19483487172575337,0.3249748940562068,0.3249748940562068,REV,P975_T20,373,False,,0.0,0.0,0.0,NO_FILL,,16,0,False,0.0,False,P975_T20
-1.0,-0.7278463646344848,-3.386363116221984,-1.6272195721692075,-1.732443969838518,0.8506858412142126,0.5093653621059124,0.009169744609030053,-0.9914448613738104,-0.13052619222005163,47237,2022-05-08 17:30:00+00:00,DEV_2021_2024,33987.97,33988.92,33813.48,33921.06,31811.75,-0.06218262701184085,0.06218262701184085,-0.06218262701184085,0.1644548090263014,0.32967832513232603,0.32967832513232603,REV,P975_T20,382,True,2022-05-08 18:00:00+00:00,1.4035757523939782,1.5,0.09642424760602186,TP,0.0051854176974544955,16,0,False,0.0,False,P975_T20
-1.0,4.472245563379164,-2.723003048833171,-4.42146967271836,-3.6236162183519722,3.186215078192919,5.954276028098967,0.0455886405272325,-0.9807852804032304,0.1950903220161283,47338,2022-05-09 18:45:00+00:00,DEV_2021_2024,30415.9,31084.6,30399.99,30786.98,31624.51,0.02720436600289,-0.02720436600289,0.02720436600289,0.26867214942157625,0.3962924497916411,0.3962924497916411,REV,P975_T20,386,True,2022-05-09 19:30:00+00:00,1.4777649501175851,1.5,0.022235049882414905,TP,0.02248701948698736,16,1,True,1.4777649501175851,True,P975_T20
-1.0,-1.5144720991200007,-2.824048374635801,-5.102240740354452,-3.349695836353962,1.6749158993066748,2.8977742560861413,0.10476192672086834,0.9469301294951056,0.3214394653031617,47570,2022-05-12 04:45:00+00:00,DEV_2021_2024,27951.69,28004.77,27506.61,27793.62,30471.6,0.09635193387837426,-0.09635193387837426,0.09635193387837426,0.31805430558253756,0.4707541044743328,0.4707541044743328,REV,P975_T20,399,True,2022-05-12 05:00:00+00:00,-1.0276462783041593,-1.0,0.02764627830415932,SL,0.018085616968008898,16,2,True,-1.0276462783041593,True,P975_T20
-1.0,0.19133260781608502,-3.220507533194929,-2.8034767967715366,-3.2006235453645098,2.31861305310218,3.005907115829286,0.15294054476191857,0.8660254037844387,-0.4999999999999998,50655,2022-06-13 08:00:00+00:00,DEV_2021_2024,24811.59,24941.17,24576.45,24825.14,22709.75,-0.0852112355504282,0.0852112355504282,-0.0852112355504282,0.33987064438348874,0.4074212205424204,0.4074212205424204,REV,P975_T20,421,True,2022-06-13 08:15:00+00:00,-1.033783148716824,-1.0,0.03378314871682409,SL,0.01480027821536359,17,0,False,0.0,False,P975_T20
1.0,8.09233712448853,3.064248040276713,-1.2618504265157862,-3.616611288159992,2.2038222672869408,7.202319756906251,0.12012246968585978,1.2246467991473532e-16,-1.0,50671,2022-06-13 12:00:00+00:00,DEV_2021_2024,23729.43,24376.09,23657.01,24353.31,21950.0,-0.09868477783298357,-0.09868477783298357,0.09868477783298357,0.32531900876770137,0.4809626372191113,0.4809626372191113,REV,P975_T20,422,False,,0.0,0.0,0.0,NO_FILL,,17,1,True,0.0,False,P975_T20
1.0,7.350139958145649,6.3027183183423725,-1.3746384457817007,-4.68214377203597,2.4088651233387957,10.468852394215197,0.09477184794807175,-0.8660254037844384,-0.5000000000000004,50687,2022-06-13 16:00:00+00:00,DEV_2021_2024,23271.53,24138.58,23123.97,23845.56,22538.18,-0.05481984350847002,-0.05481984350847002,0.05481984350847002,0.39851694182893505,0.4889979687426104,0.4889979687426104,REV,P975_T20,423,False,,0.0,0.0,0.0,NO_FILL,,17,1,True,0.0,False,P975_T20
-1.0,-3.754872175263604,-3.3339591411742875,-1.8117413520078256,-4.711239119629274,0.6297357372892858,3.4115008495142045,0.07322584364232694,-0.6087614290087209,0.7933533402912349,50709,2022-06-13 21:30:00+00:00,DEV_2021_2024,23214.98,23263.49,22862.09,22917.52,21488.22,-0.06236672308640845,0.06236672308640845,-0.06236672308640845,0.23570420193599462,0.4203315708866326,0.4203315708866326,REV,P975_T20,424,False,,0.0,0.0,0.0,NO_FILL,,17,1,True,0.0,False,P975_T20
-1.0,-2.120852079594037,-8.585796051976004,-5.759524274448252,-5.267464875554324,2.6506640738936804,3.5237225060059765,0.0618900508513122,0.3826834323650898,0.9238795325112867,50725,2022-06-14 01:30:00+00:00,DEV_2021_2024,21171.2,21387.32,21000.99,21013.08,22264.16,0.059592109465015586,-0.059592109465015586,0.059592109465015586,0.24530141422372362,0.43456383268127524,0.43456383268127524,REV,P975_T20,425,False,,0.0,0.0,0.0,NO_FILL,,17,1,True,0.0,False,P975_T20
-1.0,-2.59358448545648,-3.0315008357455984,-1.5449336376502711,-1.5127628308949317,1.3132175617224122,1.5811967248305894,0.052513827245200775,0.19509032201612816,-0.9807852804032304,50764,2022-06-14 11:15:00+00:00,DEV_2021_2024,22188.95,22195.82,21941.85,21978.91,20970.08,-0.04589991041411967,0.04589991041411967,-0.04589991041411967,0.22164091887495005,0.33289693517700847,0.33289693517700847,REV,P975_T20,427,True,2022-06-14 11:30:00+00:00,1.456979318423436,1.5,0.04302068157656396,TP,0.011622317026989668,17,1,True,1.456979318423436,True,P975_T20
-1.0,-0.009576142546278138,-2.945164541715542,-2.410742602811317,-1.453934280079666,0.302898640383193,1.120655065865657,-9.000975530486548e-05,-0.555570233019603,0.8314696123025448,50806,2022-06-14 21:45:00+00:00,DEV_2021_2024,21488.22,21569.5,21358.0,21484.73,22214.02,0.033944092411637206,-0.033944092411637206,0.033944092411637206,0.15003426433042652,0.3891742530266304,0.3891742530266304,REV,P975_T20,429,False,,0.0,0.0,0.0,NO_FILL,,17,2,True,0.0,False,P975_T20
-1.0,-1.0847426108877611,-3.074368552685256,-1.8536261809803858,-0.4915951453923202,0.85331685046127,1.733215568154326,-0.0024474837413914485,0.8314696123025451,0.5555702330196024,50830,2022-06-15 03:45:00+00:00,DEV_2021_2024,21546.28,21676.08,21406.68,21455.8,22211.62,0.03522683843063423,-0.03522683843063423,0.03522683843063423,0.17549713066692643,0.3634883735387118,0.3634883735387118,REV,P975_T20,430,True,2022-06-15 04:00:00+00:00,-1.0395714550853747,-1.0,0.03957145508537469,SL,0.012635370595325827,17,2,True,-1.0395714550853747,True,P975_T20
-1.0,-1.2510249530928736,-3.1990075081270004,-2.2608353352760475,1.3636637889089729,0.7525943744436211,0.9147515677987957,-0.011410097596940642,0.6087614290087209,-0.793353340291235,50949,2022-06-16 09:30:00+00:00,DEV_2021_2024,21319.2,21336.11,21125.03,21206.85,20938.77,-0.01264119848067946,0.01264119848067946,-0.01264119848067946,0.14042243669576557,0.3262888301368199,0.3262888301368199,REV,P975_T20,435,True,2022-06-16 10:15:00+00:00,-1.0499841529277996,-1.0,0.049984152927799466,SL,0.01000317041927737,17,3,True,-1.0499841529277996,True,P975_T20
-1.0,-0.2899419056761189,-2.7553031750479153,-1.7440737692088109,-0.5583694398066822,0.5250170188744502,-0.33596040523627885,0.02507199514151289,-0.555570233019602,-0.8314696123025455,52024,2022-06-27 14:15:00+00:00,DEV_2021_2024,20711.85,20760.75,20666.61,20680.0,20839.99,0.007736460348162444,-0.007736460348162444,0.007736460348162444,0.15682447273079636,0.3403638939303505,0.3403638939303505,REV,P975_T20,445,True,2022-06-27 14:30:00+00:00,1.3904135861482891,1.5,0.1095864138517109,TP,0.004562609382186602,18,0,False,0.0,False,P975_T20
-1.0,-0.9102656112323969,-2.944223472585217,-1.563166150580597,-0.25258859392451927,0.678058473380525,0.3749489682050647,0.037614861245602337,0.9807852804032304,-0.1950903220161282,52282,2022-06-30 06:45:00+00:00,DEV_2021_2024,19510.89,19523.68,19355.0,19420.34,19401.67,-0.0009608487600366589,0.0009608487600366589,-0.0009608487600366589,0.18489822513338347,0.3657064522409855,0.3657064522409855,REV,P975_T20,446,True,2022-06-30 07:15:00+00:00,-1.0573156272231443,-1.0,0.057315627223144316,SL,0.008723624327678956,18,1,True,-1.0573156272231443,True,P975_T20
-1.0,-1.0804079300461469,-2.6840242117531905,-2.8879820348200984,-2.1000077764652936,1.781169039651241,0.8568391925953162,-0.04848208650865421,0.0,1.0,54751,2022-07-26 00:00:00+00:00,DEV_2021_2024,21310.9,21347.82,21166.0,21222.18,21255.92,0.001589846094981695,-0.001589846094981695,0.001589846094981695,0.22698633992882253,0.33010863430410176,0.33010863430410176,REV,P975_T20,460,True,2022-07-26 00:15:00+00:00,-1.0581104113958861,-1.0,0.05811041139588614,SL,0.008604310105355699,19,0,False,0.0,False,P975_T20
-1.0,-0.8151227608404312,-2.775096327478985,-1.5361452973591259,-3.3307647039235735,1.6676981300266727,1.553946928585245,0.01192178193606865,-0.25881904510252157,0.9659258262890681,57147,2022-08-19 23:00:00+00:00,DEV_2021_2024,20975.14,21049.99,20862.0,20922.76,21116.67,0.009396226595475232,-0.009396226595475232,0.009396226595475232,0.2510065648416824,0.34416075478361485,0.34416075478361485,REV,P975_T20,471,True,2022-08-19 23:45:00+00:00,1.4446014016703022,1.5,0.05539859832969792,TP,0.009025499111445234,20,0,False,0.0,False,P975_T20
-1.0,0.2966266831000561,-3.2518229541198,-1.6516420926110644,-2.617681299978299,0.8347423230275359,0.3655259422971407,-0.003084101572305385,0.9978589232386035,-0.06540312923014314,60056,2022-09-19 06:15:00+00:00,DEV_2021_2024,18413.16,18494.36,18400.52,18428.03,19353.85,0.050239770610314816,-0.050239770610314816,0.050239770610314816,0.1930977574435303,0.42211931748161075,0.42211931748161075,REV,P975_T20,496,True,2022-09-19 06:30:00+00:00,-1.0979385656436487,-1.0,0.09793856564364861,SL,0.005105241195988716,21,0,False,0.0,False,P975_T20
-1.0,-0.7443711446140822,-3.8921324656612795,-5.865757079012553,-0.5637547206698362,0.037223297373601846,1.4027381978945577,-0.08744232204594102,-0.555570233019603,0.8314696123025448,60310,2022-09-21 21:45:00+00:00,DEV_2021_2024,18511.23,18567.9,18405.33,18466.87,19175.2,0.03835679787641344,-0.03835679787641344,0.03835679787641344,0.10340261522817012,0.4371363007412975,0.4371363007412975,REV,P975_T20,501,True,2022-09-21 22:00:00+00:00,-1.0565466722027435,-1.0,0.056546672202743536,SL,0.00884225331965231,21,1,True,-1.0565466722027435,True,P975_T20
-1.0,-1.3878512102426426,-3.379712705847452,-1.9090109201589363,-1.9162703233502214,1.2217065118432064,1.5112395623913946,-0.029762261034970018,0.6087614290087207,0.7933533402912352,60905,2022-09-28 02:30:00+00:00,DEV_2021_2024,18626.24,18646.32,18471.28,18538.31,19425.84,0.0478754535877326,-0.0478754535877326,0.0478754535877326,0.19516691530066968,0.3603779662154894,0.3603779662154894,REV,P975_T20,507,False,,0.0,0.0,0.0,NO_FILL,,21,2,True,0.0,False,P975_T20
-1.0,-0.4219540817930486,-2.8973978138931953,-1.8939443463412222,-1.1586932857827699,1.012139616857388,0.1248513734049923,0.018527726138137537,-0.0654031292301428,0.9978589232386035,64734,2022-11-06 23:45:00+00:00,DEV_2021_2024,20922.66,20952.48,20889.44,20905.58,20591.13,-0.015041438697228293,0.015041438697228293,-0.015041438697228293,0.19860502788141038,0.33691639169610665,0.33691639169610665,REV,P975_T20,529,True,2022-11-07 00:45:00+00:00,1.3344379758883271,1.5,0.16556202411167287,TP,0.0030200162306710274,22,0,False,0.0,False,P975_T20
-1.0,-0.20058008372523847,-10.736652400129728,-4.106118206774826,-5.046195523379276,2.9603721675631864,5.895905806306378,0.19966299070140672,-0.9914448613738105,0.13052619222005127,64905,2022-11-08 18:30:00+00:00,DEV_2021_2024,18754.26,19012.5,18650.0,18745.22,16521.99,-0.11861848885816162,0.11861848885816162,-0.11861848885816162,0.21282751274925832,0.3879962847111765,0.3879962847111765,REV,P975_T20,533,True,2022-11-08 19:00:00+00:00,-1.025605475862069,-1.0,0.025605475862068964,SL,0.019527073142221196,22,1,True,-1.025605475862069,True,P975_T20
-1.0,-2.630916754961684,-3.699196169428079,-2.763218903942102,-5.444708158698161,1.7739135428878947,2.394228389165999,0.02106859475339736,0.7071067811865475,0.7071067811865476,64939,2022-11-09 03:00:00+00:00,DEV_2021_2024,18127.94,18201.39,18000.0,18004.1,16357.63,-0.09146688261339975,0.09146688261339975,-0.09146688261339975,0.30042029257727254,0.43113853535214425,0.43113853535214425,REV,P975_T20,534,False,,0.0,0.0,0.0,NO_FILL,,22,2,True,0.0,False,P975_T20
-1.0,-3.14276839446924,-3.5438020820652434,-3.266265669042041,-4.10381761744829,1.8852884127965939,2.8450189818566702,0.011558779098907568,0.6087614290087209,-0.793353340291235,64965,2022-11-09 09:30:00+00:00,DEV_2021_2024,17990.32,18018.36,17788.64,17841.39,16738.96,-0.061726955669729855,0.061726955669729855,-0.061726955669729855,0.26794466312285653,0.40535739530691756,0.40535739530691756,REV,P975_T20,535,True,2022-11-09 09:45:00+00:00,-1.038582905275988,-1.0,0.03858290527598796,SL,0.012959107055921333,22,2,True,-1.038582905275988,True,P975_T20
1.0,0.3567904430432242,4.312765647077704,-1.263726781440589,-2.3900547037960123,0.698780380091713,1.8496680850751812,-0.015544621924195465,-0.923879532511287,0.38268343236508917,65005,2022-11-09 19:30:00+00:00,DEV_2021_2024,16916.11,16996.86,16820.0,16934.42,17329.6,0.023335904034504917,0.023335904034504917,-0.023335904034504917,0.28023970008498816,0.3625199150391319,0.3625199150391319,REV,P975_T20,537,False,,0.0,0.0,0.0,NO_FILL,,22,3,True,0.0,False,P975_T20
1.0,4.139883928912534,3.460445739711103,-3.1284121221163024,-4.348658654305716,2.3251370756413388,8.146726277125525,0.0132974912394997,0.0,1.0,65023,2022-11-10 00:00:00+00:00,DEV_2021_2024,15922.68,16342.64,15754.26,16116.48,17596.02,0.09155503612251503,0.09155503612251503,-0.09155503612251503,0.3532890397222705,0.4735067705914072,0.4735067705914072,REV,P975_T20,538,True,2022-11-10 01:00:00+00:00,-1.0139456388728374,-1.0,0.0139456388728373,SL,0.03585350262969149,22,3,True,-1.0139456388728374,True,P975_T20
1.0,3.995361976581938,3.242925774069902,1.888036627653245,-2.622018596169691,1.908481387144229,3.3554248594349607,0.012401223427645755,0.9659258262890683,0.25881904510252074,65043,2022-11-10 05:00:00+00:00,DEV_2021_2024,16498.26,16785.0,16493.06,16696.68,17157.31,0.027588119314738035,0.027588119314738035,-0.027588119314738035,0.3290533297692484,0.34927708618153447,0.34927708618153447,REV,P975_T20,539,False,,0.0,0.0,0.0,NO_FILL,,22,4,True,0.0,False,P975_T20
-1.0,-1.804649010880611,-2.7848454482553664,-1.451227288241615,-2.1678483168894718,0.6663173426984008,1.418129258839011,0.017588622397220373,0.32143946530316175,-0.9469301294951056,65066,2022-11-10 10:45:00+00:00,DEV_2021_2024,16494.63,16507.13,16350.57,16403.74,17336.64,0.05687117693891741,-0.05687117693891741,0.05687117693891741,0.18725987570226144,0.3895585673552727,0.3895585673552727,REV,P975_T20,540,True,2022-11-10 11:15:00+00:00,1.4478619698518145,1.5,0.05213803014818557,TP,0.009589928859585047,22,4,True,1.4478619698518145,True,P975_T20
1.0,7.691774796832594,4.65292471212866,1.5196948863719766,-0.5606632048157502,1.6262649800957423,7.488336902250008,0.01756528247927099,0.9914448613738104,-0.1305261922200516,65433,2022-11-14 06:30:00+00:00,DEV_2021_2024,15962.21,16600.0,15944.61,16391.57,16716.25,0.019614911431581117,0.019614911431581117,-0.019614911431581117,0.24750885346773138,0.4024819808807306,0.4024819808807306,REV,P975_T20,545,True,2022-11-14 06:45:00+00:00,-0.00815488869222995,0.004600314316665528,0.012755203008895478,TIME_EXIT,0.03919968969927801,22,5,True,-0.00815488869222995,True,P975_T20
-1.0,-5.77638157186669,-4.695597845610309,-2.663603353487708,-0.1269639547082897,0.1557012589445211,4.5317718452998355,-0.00486223433399234,-0.32143946530316186,0.9469301294951056,72026,2023-01-21 22:45:00+00:00,DEV_2021_2024,23034.21,23087.17,22737.36,22759.71,22676.48,-0.0035443821148000154,0.0035443821148000154,-0.0035443821148000154,0.12354583027374819,0.3437563569705237,0.3437563569705237,REV,P975_T20,585,False,,0.0,0.0,0.0,NO_FILL,,23,0,False,0.0,False,P975_T20
1.0,7.040493715449124,3.64451426913315,1.051806303109136,-0.580717815362126,1.0058784512890218,5.461485498142738,0.03846253511362104,-0.6593458151000688,-0.7518398074789775,77850,2023-03-23 14:45:00+00:00,DEV_2021_2024,27409.99,28099.99,27400.01,28045.3,28001.0,-0.001579943313160026,-0.001579943313160026,0.001579943313160026,0.19371788866802594,0.37507709736938444,0.37507709736938444,REV,P975_T20,637,True,2023-03-23 15:00:00+00:00,0.5430045929883698,0.5632875225006415,0.02028292951227169,TIME_EXIT,0.024651271390431412,24,0,False,0.0,False,P975_T20
-1.0,-2.3385190434095104,-2.765877806429916,-1.3062944150086826,-1.0891114926038872,0.07421109535053327,2.5373134911828292,0.06298755497979196,-0.6593458151000687,0.7518398074789775,77967,2023-03-24 21:15:00+00:00,DEV_2021_2024,27400.57,27445.28,27062.95,27191.97,27400.01,0.007650417512810703,-0.007650417512810703,0.007650417512810703,0.16402628381884193,0.36319354648986785,0.36319354648986785,REV,P975_T20,638,True,2023-03-24 21:30:00+00:00,1.4646891363481807,1.5,0.035310863651819284,TP,0.014159948194137104,24,1,True,1.4646891363481807,True,P975_T20
-1.0,-4.922120767704957,-4.043170654673603,-2.5414281711264004,-0.9928382681509584,0.5805124402970658,3.51907895542887,0.11763830721941881,-0.6593458151000688,-0.7518398074789775,78229,2023-03-27 14:45:00+00:00,DEV_2021_2024,27393.88,27416.34,26938.88,26960.38,26943.01,-0.0006442787527476401,0.0006442787527476401,-0.0006442787527476401,0.1836351883368296,0.3492041552228255,0.3492041552228255,REV,P975_T20,639,True,2023-03-27 15:00:00+00:00,0.4356368596322149,0.46361998910902974,0.027983129476814868,TIME_EXIT,0.017867908605943086,24,2,True,0.4356368596322149,True,P975_T20
-1.0,-0.9631776222718043,-3.1527606858818005,-1.837162606563365,-0.9009107185678018,0.5813303737264524,0.27620981510058873,0.057715168645192404,0.19509032201612825,0.9807852804032304,80189,2023-04-17 00:45:00+00:00,DEV_2021_2024,29910.99,29911.0,29790.01,29842.86,29364.16,-0.016040687789307118,0.016040687789307118,-0.016040687789307118,0.19287624033706993,0.3607381058559034,0.3607381058559034,REV,P975_T20,643,True,2023-04-17 01:00:00+00:00,1.3769222043144078,1.5,0.12307779568559223,TP,0.0040624711973008725,25,0,False,0.0,False,P975_T20
-1.0,-2.4296493121888747,-2.9520394283887765,-2.3138783005692707,-3.9453555150659487,1.9404283777830487,2.2948558951683284,-0.003144757105851875,-0.7933533402912357,0.6087614290087199,91980,2023-08-17 20:30:00+00:00,DEV_2021_2024,27817.56,27850.0,27720.0,27734.52,26208.0,-0.05504009264991516,0.05504009264991516,-0.05504009264991516,0.2607999451335912,0.3314444382775887,0.3314444382775887,REV,P975_T20,725,True,2023-08-17 20:45:00+00:00,-1.1064212307692307,-1.0,0.10642123076923078,SL,0.004698310632060115,26,0,False,0.0,False,P975_T20
-1.0,-2.3664781424715398,-1.995601421237863,-6.119239306057485,-5.966989190658059,1.4985753483556055,1.8545016576995512,-0.36807184010714555,0.25881904510252074,0.9659258262890683,91998,2023-08-18 01:00:00+00:00,DEV_2021_2024,26737.3,26759.96,26590.16,26590.17,26058.97,-0.019977307403450162,0.019977307403450162,-0.019977307403450162,0.15929561067510567,0.47478948542612687,0.47478948542612687,REV,P975_T20,726,False,,0.0,0.0,0.0,NO_FILL,,26,1,True,0.0,False,P975_T20
1.0,0.9763148138583372,2.5669841880741178,-0.8491133953412983,-5.889459245340574,1.1825801676484697,0.745494968351243,-0.368397266554244,0.9807852804032304,0.19509032201612833,92015,2023-08-18 05:15:00+00:00,DEV_2021_2024,26383.23,26445.28,26352.8,26442.01,25949.14,-0.018639657121376163,-0.018639657121376163,0.018639657121376163,0.18801396839439202,0.43080111835354873,0.43080111835354873,REV,P975_T20,727,True,2023-08-18 05:30:00+00:00,-1.1432106942041529,-1.0,0.14321069420415292,SL,0.003491359376327223,26,1,True,-1.1432106942041529,True,P975_T20
